@id,@lon,@lat,name,name:mk,opening_hours,drive_through,building,email,phone,website,wheelchair
1868812163,21.4045454,42.0066493,,,,,,,,,
1901878132,21.4409756,41.9874155,,,,,,,,,
1901878160,21.4420179,41.9876245,,,,,,,,,
1901878252,21.4414171,41.9878900,,,,,,,,,
1901878297,21.4415152,41.9871324,,,,,,,,,
3107179427,21.4341010,41.9926795,,,,,,,,,
3107179428,21.4343303,41.9926942,,,,,,,,,
3107182429,21.4342285,41.9927375,,,,,,,,,
3107182430,21.4343626,41.9926533,,,,,,,,,
3107182431,21.4340634,41.9925220,,,,,,,,,
3107182432,21.4339508,41.9926676,,,,,,,,,
3107182433,21.4340205,41.9927054,,,,,,,,,
3107182434,21.4341331,41.9925898,,,,,,,,,
3107182435,21.4343517,41.9928464,,,,,,,,,
3107182436,21.4341412,41.9926137,,,,,,,,,
3107182437,21.4342800,41.9926723,,,,,,,,,
3107182438,21.4344679,41.9926992,,,,,,,,,
3107182439,21.4341707,41.9925699,,,,,,,,,
3107182440,21.4342964,41.9927672,,,,,,,,,
3107182441,21.4342640,41.9928082,,,,,,,,,
3787571405,21.4413301,41.9872329,,,,,,,,,
3787571417,21.4411253,41.9873245,,,,,,,,,
3787571432,21.4414511,41.9871532,,,,,,,,,
3832632307,21.4245924,41.9872700,,,,,,,,,
4107484486,21.4037146,42.0045207,,,,,,,,,
4107484487,21.4033904,42.0045673,,,,,,,,,
4107484488,21.4031904,42.0037996,,,,,,,,,
4107484889,21.4035147,42.0037530,,,,,,,,,
4125379517,21.4128098,42.0009982,Центар за ментално здравје,,,,,,,,
4125379518,21.4130411,42.0010726,ПЗУ „Д-р Горица“,,,,,,,,
4133414551,21.4030347,42.0047350,,,,,,,,,
4133414554,21.4031047,42.0050083,,,,,,,,,
4138200603,21.4145316,42.0005964,Неуромедика,,,,,,,,
4151702372,21.4202483,41.9950304,,,,,,,,,
4151702373,21.4203974,41.9950470,,,,,,,,,
4151702381,21.4203702,41.9951804,,,,,,,,,
4520377165,21.4416355,41.9873102,,,,,,,,,
4520377168,21.4417629,41.9873198,,,,,,,,,
4776265422,21.4407164,42.0035328,ЈЗУ ЗДРАВСТВЕН ДОМ,,,,,,,,
5078223557,21.4147056,41.9918273,,,,,,,,,
5078223567,21.4147845,41.9916376,,,,,,,,,
5104528435,21.4239534,41.9872499,,,,,,,,,
5130474890,21.4271939,41.9933702,Здравствен дом „Железничар“,,,,,,,,
5287633658,21.4050118,41.9905251,,,,,,,,,
5287633659,21.4051271,41.9901073,,,,,,,,,
5287633660,21.4051798,41.9899093,,,,,,,,,
5287633661,21.4051761,41.9900002,,,,,,,,,
5287633662,21.4055371,41.9901524,,,,,,,,,
5287633663,21.4052376,41.9901457,,,,,,,,,
5287633664,21.4051945,41.9897694,,,,,,,,,
5288522423,21.4234684,41.9957828,,,,,,,,,
5288522424,21.4234740,41.9957569,,,,,,,,,
5288522425,21.4235661,41.9956453,,,,,,,,,
5296448627,21.4033077,42.0042499,,,,,,,,,
5296448628,21.4032690,42.0042554,,,,,,,,,
5296448629,21.4032364,42.0041303,,,,,,,,,
5296448630,21.4032751,42.0041248,,,,,,,,,
6724958093,21.4266107,41.9873276,,,,,,,,,
6724958094,21.4268844,41.9872432,,,,,,,,,
6724958095,21.4267460,41.9869453,,,,,,,,,
6724958096,21.4266282,41.9865617,,,,,,,,,
6724958119,21.4256959,41.9868220,,,,,,,,,
7027084885,21.4235554,41.9919437,Стоматолошка Ординација,,,,,,,,
1000000028212201,21.4037835,42.0057646,ГОБ „8 Септември“,,,,,info@bolnica.org.mk,+389 2 3087400,http://bolnica.org.mk,yes
1000000032490168,21.4343082,41.9926830,,,,,,,,,
1000000032687572,21.4223040,41.9886480,Клинички центар - Државна болница,,24/7,,,,,,
1000000034159646,21.4572960,41.9850722,Поликлиника Јане Сандански,,,,yes,,,,
1000000037998632,21.4051872,41.9900835,Институт по белодробни заболувања кај децата - Козле,,,,yes,,,,
1000000038082546,21.4049758,41.9948975,Рес Хумана ординација,,,,yes,,,,
1000000152448287,21.4348586,41.9869671,Ординација Срце,,,,,,,,
1000000164191033,21.4234574,41.9956821,Др. Анчевски,,,,yes,,,,limited
1000000175516639,21.4205342,41.9951591,Поликлиника Идадија - Млин Балкан,,,,yes,,,,
1000000176173911,21.4134912,41.9915110,Завод за физикална медицина и рехабилитација,,,,,,,,
1000000179747888,21.4414967,41.9875112,Центар за Јавно Здравје - Пролет,,,,,,,,
1000000305981470,21.4340607,41.9926137,,,,,,,,,
1000000305981471,21.4343481,41.9927498,,,,,,,,,
1000000408840915,21.4034525,42.0041601,Клиника Болница Жан Митрев,,,,hospital,infosalter@zmc.mk,+389 2 3091 484,https://zmc.mk/,
2000000004081495,21.4342043,41.9926817,Градска болница,Градски клинички центар,,,yes,,+3892 323 5020,http://www.gradskahirurgija.org.mk,
